Customer ID,first_purchase,last_purchase,total_orders,total_revenue,avg_basket,favourite_country,R_score,F_score,M_score,RFM_Score,Segment,recency,frequency,monetary,is_churned,customer_lifetime_days,churn_label
C10014,2020-04-24 00:46:55,2021-08-15 16:21:19,8,711.022085271042,88.87776065888025,United Kingdom,1,1,2,4,Lost,138,8,711.022085271042,0,478,Active
C10015,2020-06-05 20:41:18,2021-09-22 16:28:55,8,1082.3382908445994,135.29228635557493,United Kingdom,2,1,4,7,Potential Loyalists,100,8,1082.3382908445994,0,473,Active
C10016,2020-01-03 00:57:31,2021-10-02 12:27:47,8,1336.691969689068,167.0864962111335,United Kingdom,2,1,5,8,Potential Loyalists,90,8,1336.691969689068,0,638,Active
C10017,2020-02-26 01:09:19,2021-07-16 05:15:35,9,574.1923278181595,63.799147535351054,United Kingdom,1,2,2,5,Lost,168,9,574.1923278181595,0,506,Active
C10018,2020-01-19 21:42:05,2021-11-21 01:24:13,9,686.2776491602705,76.25307212891894,United Kingdom,3,2,2,7,Potential Loyalists,40,9,686.2776491602705,0,671,Active
C10019,2020-01-20 07:26:56,2021-06-05 12:12:27,13,1266.0526470194704,90.43233192996217,United Kingdom,1,4,4,9,At Risk,209,13,1266.0526470194704,1,502,Churned
C10020,2020-01-06 12:39:23,2021-12-03 23:00:10,9,1015.741672090623,112.860185787847,United Kingdom,4,2,4,10,Potential Loyalists,27,9,1015.741672090623,0,697,Active
C10021,2020-07-02 22:56:34,2021-10-11 21:31:40,9,1123.251916958587,124.8057685509541,United Kingdom,2,2,4,8,Potential Loyalists,81,9,1123.251916958587,0,465,Active
C10022,2020-01-18 18:20:51,2021-12-15 14:15:38,11,1173.4938013788571,106.68125467080519,United Kingdom,5,3,4,12,Loyal,16,11,1173.4938013788571,0,696,Active
C10023,2020-04-29 22:47:01,2021-08-19 00:16:19,10,1097.0739868210103,109.70739868210103,United Kingdom,1,3,4,8,At Risk,134,10,1097.0739868210103,0,476,Active
C10024,2020-04-14 19:55:34,2021-07-16 22:12:38,6,256.0575898739353,42.67626497898922,United Kingdom,1,1,1,3,Lost,168,6,256.0575898739353,0,458,Active
C10025,2020-02-14 02:13:21,2021-09-28 22:12:41,10,1049.8823130176165,104.98823130176166,United Kingdom,2,3,4,9,At Risk,94,10,1049.8823130176163,0,592,Active
C10026,2020-03-28 19:41:16,2021-12-28 12:53:13,9,830.8271881652768,92.31413201836409,United Kingdom,5,2,3,10,Potential Loyalists,3,9,830.8271881652768,0,639,Active
C10027,2020-03-30 04:43:15,2021-12-18 12:55:19,9,675.6157143742319,75.06841270824799,United Kingdom,5,2,2,9,Potential Loyalists,13,9,675.6157143742319,0,628,Active
C10028,2020-02-15 00:22:39,2021-08-20 17:09:37,5,646.6141205358399,129.32282410716797,United Kingdom,1,1,2,4,Lost,133,5,646.6141205358399,0,552,Active
C10029,2020-05-24 14:08:56,2021-11-09 19:57:38,5,286.24343273337246,57.24868654667449,United Kingdom,3,1,1,5,Lost,52,5,286.24343273337246,0,534,Active
C10030,2020-02-08 14:28:24,2021-05-19 03:43:12,11,960.4402250196905,87.31274772906278,United Kingdom,1,3,3,7,At Risk,226,11,960.4402250196904,1,465,Churned
C10031,2020-03-09 12:20:20,2021-10-05 17:26:04,7,992.8486775941881,141.8355253705983,United Kingdom,2,1,4,7,Potential Loyalists,87,7,992.848677594188,0,575,Active
C10032,2020-02-08 05:35:33,2021-05-29 15:17:49,7,582.6227560391628,83.23182229130897,United Kingdom,1,1,2,4,Lost,216,7,582.6227560391628,1,476,Churned
C10033,2020-04-21 20:17:44,2021-12-26 04:46:02,13,939.092151213662,72.23785778566631,United Kingdom,5,4,3,12,Loyal,5,13,939.092151213662,0,613,Active
C10034,2020-04-03 01:20:41,2021-11-14 17:03:41,10,709.5687711716355,70.95687711716354,United Kingdom,3,3,2,8,Loyal,47,10,709.5687711716355,0,590,Active
C10035,2020-02-07 11:47:34,2021-12-14 18:22:44,13,1195.6079713784459,91.96984395218814,United Kingdom,4,4,4,12,Champions,17,13,1195.607971378446,0,676,Active
C10036,2020-02-06 03:12:38,2021-10-18 06:45:31,12,1351.9675577995322,112.66396314996102,United Kingdom,2,4,5,11,At Risk,74,12,1351.9675577995322,0,620,Active
C10037,2020-06-03 01:03:12,2021-12-15 14:34:02,10,682.989394400184,68.2989394400184,United Kingdom,5,3,2,10,Loyal,16,10,682.989394400184,0,560,Active
C10038,2020-01-03 21:30:31,2021-11-07 03:52:29,9,1008.3100607166016,112.0344511907335,United Kingdom,3,2,4,9,Promising,54,9,1008.3100607166016,0,673,Active
C10039,2020-03-14 20:28:47,2021-06-02 18:19:37,6,309.12171824772236,51.52028637462039,United Kingdom,1,1,1,3,Lost,212,6,309.1217182477224,1,444,Churned
C10040,2020-01-08 13:00:31,2021-08-30 11:57:11,10,962.3480253391133,96.23480253391133,United Kingdom,1,3,3,7,At Risk,123,10,962.3480253391132,0,599,Active
C10041,2020-01-01 19:18:38,2021-11-11 08:34:51,12,1207.2547269458532,100.60456057882111,United Kingdom,3,4,4,11,Loyal,50,12,1207.2547269458532,0,679,Active
C10042,2020-05-03 18:59:46,2021-10-16 09:23:53,14,1846.0554253288908,131.86110180920647,United Kingdom,2,5,5,12,At Risk,76,14,1846.0554253288908,0,530,Active
C10043,2020-01-19 13:09:55,2021-12-05 13:28:53,13,1127.0581974828867,86.69678442176051,United Kingdom,4,4,4,12,Champions,26,13,1127.0581974828867,0,686,Active
C10044,2020-04-25 19:49:56,2021-11-22 12:56:48,15,1542.1931897900572,102.81287931933714,United Kingdom,3,5,5,13,Loyal,39,15,1542.1931897900572,0,575,Active
C10045,2020-05-13 11:32:46,2021-11-05 05:06:43,15,1492.8852850718572,99.52568567145714,United Kingdom,3,5,5,13,Loyal,56,15,1492.8852850718572,0,540,Active
C10046,2020-01-13 17:41:40,2021-12-12 01:32:16,10,625.5826052641926,62.55826052641926,United Kingdom,4,3,2,9,Loyal,19,10,625.5826052641926,0,698,Active
C10047,2020-05-27 12:32:54,2021-09-25 09:03:46,8,866.2459408053037,108.28074260066296,United Kingdom,2,1,3,6,Potential Loyalists,97,8,866.2459408053037,0,485,Active
C10048,2020-08-12 12:32:29,2021-11-26 08:12:44,6,204.82402327766516,34.137337212944196,United Kingdom,4,1,1,6,Potential Loyalists,35,6,204.8240232776652,0,470,Active
C10049,2020-05-30 13:38:17,2021-06-30 09:47:28,6,458.3238279322146,76.3873046553691,United Kingdom,1,1,1,3,Lost,184,6,458.3238279322146,0,395,Active
C10050,2020-07-04 21:43:55,2021-11-26 13:23:22,9,799.7824913810168,88.86472126455743,United Kingdom,4,2,3,9,Potential Loyalists,35,9,799.7824913810168,0,509,Active
C10051,2020-01-12 04:15:30,2021-10-20 11:39:52,12,1031.587083565157,85.96559029709641,United Kingdom,2,4,4,10,At Risk,72,12,1031.587083565157,0,647,Active
C10052,2020-03-12 11:16:42,2021-11-02 19:15:27,8,1146.2513202317532,143.28141502896915,United Kingdom,3,1,4,8,Promising,59,8,1146.2513202317532,0,600,Active
C10053,2020-01-27 17:37:22,2021-10-11 20:29:30,13,1215.278322104212,93.48294785417016,United Kingdom,2,4,4,10,At Risk,81,13,1215.278322104212,0,623,Active
C10054,2020-02-12 07:33:00,2021-10-17 01:55:27,13,1872.784250156417,144.060326935109,United Kingdom,2,4,5,11,At Risk,75,13,1872.784250156417,0,612,Active
C10055,2020-02-14 11:06:38,2021-12-21 20:27:15,14,1138.5283923065563,81.32345659332545,United Kingdom,5,5,4,14,Champions,10,14,1138.5283923065565,0,676,Active
C10056,2020-01-22 13:07:43,2021-10-23 16:25:36,10,1009.1045647553635,100.91045647553635,United Kingdom,2,3,4,9,At Risk,69,10,1009.1045647553636,0,640,Active
C10057,2020-02-01 18:24:46,2021-12-05 05:31:54,9,835.0694295202351,92.78549216891501,United Kingdom,4,2,3,9,Potential Loyalists,26,9,835.0694295202351,0,672,Active
C10058,2020-01-08 22:40:23,2021-12-10 06:00:00,13,1011.8059920435066,77.83123015719282,United Kingdom,4,4,4,12,Champions,21,13,1011.8059920435066,0,701,Active
C10059,2020-01-18 09:25:18,2021-12-01 22:15:05,8,485.14314699950535,60.64289337493817,United Kingdom,4,1,1,6,Potential Loyalists,29,8,485.14314699950535,0,683,Active
C10060,2020-01-07 07:28:07,2021-11-16 22:41:02,16,1515.1303801272943,94.6956487579559,United Kingdom,3,5,5,13,Loyal,44,16,1515.1303801272943,0,679,Active
C10061,2020-01-22 02:31:02,2021-11-07 00:34:26,7,937.9071619361542,133.9867374194506,United Kingdom,3,1,3,7,Promising,54,7,937.9071619361542,0,654,Active
C10062,2020-01-31 18:49:46,2021-11-16 06:21:22,9,718.8105880710436,79.86784311900485,United Kingdom,3,2,2,7,Potential Loyalists,45,9,718.8105880710436,0,654,Active
C10063,2020-03-30 21:52:44,2021-12-28 08:23:59,14,1487.2061999702084,106.22901428358632,United Kingdom,5,5,5,15,Champions,3,14,1487.2061999702084,0,637,Active
C10064,2020-02-11 23:07:34,2021-11-03 21:40:50,13,1077.6474794820576,82.89595996015828,United Kingdom,3,4,4,11,Loyal,58,13,1077.6474794820576,0,630,Active
C10065,2020-01-11 10:18:31,2021-02-09 17:34:36,10,499.19455434825295,49.919455434825295,United Kingdom,1,3,1,5,Lost,325,10,499.19455434825295,1,395,Churned
C10066,2020-03-25 12:04:38,2021-11-08 20:45:34,10,605.4920062137157,60.549200621371575,United Kingdom,3,3,2,8,Loyal,53,10,605.4920062137157,0,593,Active
C10067,2020-06-25 11:57:42,2021-12-07 20:09:23,9,372.6980263081558,41.41089181201731,United Kingdom,4,2,1,7,Potential Loyalists,24,9,372.6980263081558,0,530,Active
C10068,2020-01-25 01:17:17,2021-09-11 10:26:03,8,939.5995523792004,117.44994404740005,United Kingdom,2,1,3,6,Potential Loyalists,111,8,939.5995523792004,0,595,Active
C10069,2020-01-11 00:56:54,2021-10-24 06:59:21,14,1372.390524984616,98.02789464175828,United Kingdom,2,5,5,12,At Risk,68,14,1372.390524984616,0,652,Active
C10070,2020-02-06 07:42:25,2021-12-12 15:09:33,7,399.1053390868298,57.01504844097569,United Kingdom,4,1,1,6,Potential Loyalists,19,7,399.1053390868298,0,675,Active
C10071,2020-09-13 07:35:08,2021-08-14 01:45:38,5,429.21571314071264,85.84314262814253,United Kingdom,1,1,1,3,Lost,139,5,429.21571314071264,0,334,Active
C10072,2020-07-01 18:59:46,2021-08-07 01:57:53,8,628.6929968892832,78.5866246111604,United Kingdom,1,1,2,4,Lost,146,8,628.6929968892832,0,401,Active
C10073,2020-01-16 17:44:31,2021-11-20 09:13:33,15,1492.2672117767327,99.48448078511551,United Kingdom,3,5,5,13,Loyal,41,15,1492.267211776733,0,673,Active
C10074,2020-02-21 00:32:46,2021-06-27 19:27:09,6,923.1529327846622,153.85882213077704,United Kingdom,1,1,3,5,Lost,187,6,923.1529327846622,1,492,Churned
C10075,2020-08-31 10:05:00,2021-07-03 10:24:57,6,460.33303276871607,76.72217212811934,United Kingdom,1,1,1,3,Lost,181,6,460.33303276871607,0,306,Active
C10076,2020-02-23 14:50:49,2021-06-23 16:42:51,9,1042.326987410365,115.81410971226279,United Kingdom,1,2,4,7,Potential Loyalists,191,9,1042.326987410365,1,486,Churned
C10077,2020-03-21 18:22:20,2021-12-12 18:45:24,11,1474.8549438819514,134.0777221710865,United Kingdom,4,3,5,12,Loyal,19,11,1474.8549438819514,0,631,Active
C10078,2020-01-16 22:33:09,2021-09-19 22:52:33,3,192.95286824520812,64.31762274840271,United Kingdom,2,1,1,4,Lost,102,3,192.95286824520807,0,612,Active
C10079,2020-05-14 15:17:30,2021-11-21 09:01:22,9,972.1172519513223,108.01302799459137,United Kingdom,3,2,3,8,Promising,40,9,972.1172519513224,0,555,Active
C10080,2020-01-30 07:17:26,2021-12-19 12:55:23,8,956.1835227310931,119.52294034138664,United Kingdom,5,1,3,9,Potential Loyalists,12,8,956.1835227310931,0,689,Active
C10081,2020-02-23 06:44:05,2021-12-22 13:05:57,6,1008.044572255455,168.0074287092425,United Kingdom,5,1,4,10,Potential Loyalists,9,6,1008.044572255455,0,668,Active
C10082,2020-02-13 16:32:44,2021-12-01 09:32:59,8,457.3688833194996,57.17111041493745,United Kingdom,4,1,1,6,Potential Loyalists,30,8,457.3688833194996,0,656,Active
C10083,2020-04-13 08:52:18,2021-10-07 01:46:28,8,1065.169885486827,133.14623568585338,United Kingdom,2,1,4,7,Potential Loyalists,85,8,1065.169885486827,0,541,Active
C10084,2020-02-05 08:10:07,2021-09-25 04:15:05,15,1177.1710228851239,78.4780681923416,United Kingdom,2,5,4,11,At Risk,97,15,1177.171022885124,0,597,Active
C10085,2020-05-09 03:58:42,2021-12-09 22:57:05,11,914.8991931374878,83.1726539215898,United Kingdom,4,3,3,10,Loyal,21,11,914.8991931374878,0,579,Active
C10086,2020-02-23 20:18:48,2020-11-24 09:10:44,6,432.34533141125274,72.0575552352088,United Kingdom,1,1,1,3,Lost,402,6,432.3453314112528,1,274,Churned
C10087,2020-02-07 19:18:03,2021-12-12 08:19:21,6,232.08562991121067,38.68093831853511,United Kingdom,4,1,1,6,Potential Loyalists,19,6,232.08562991121067,0,673,Active
C10088,2020-05-10 05:08:23,2021-06-17 17:02:14,8,612.7523395130358,76.59404243912948,United Kingdom,1,1,2,4,Lost,197,8,612.7523395130358,1,403,Churned
C10089,2020-01-28 16:06:25,2021-09-20 11:12:53,11,718.9384384650177,65.35803986045616,United Kingdom,2,3,2,7,Potential Loyalists,102,11,718.9384384650177,0,600,Active
C10090,2020-01-06 05:01:07,2021-11-28 17:55:26,13,1609.7509270776613,123.82699439058933,United Kingdom,4,4,5,13,Champions,33,13,1609.7509270776611,0,692,Active
C10091,2020-06-04 07:46:11,2021-10-28 15:38:26,9,1039.6837280196582,115.52041422440647,United Kingdom,3,2,4,9,Promising,64,9,1039.6837280196582,0,511,Active
C10092,2020-02-19 08:38:24,2021-12-29 22:16:40,10,757.8837389020746,75.78837389020745,United Kingdom,5,3,2,10,Loyal,1,10,757.8837389020746,0,679,Active
C10093,2020-05-09 08:23:31,2021-12-07 00:07:17,9,1054.1537393288131,117.12819325875701,United Kingdom,4,2,4,10,Potential Loyalists,24,9,1054.1537393288131,0,576,Active
C10094,2020-03-04 15:00:54,2021-10-01 21:12:38,7,560.4506582519107,80.06437975027295,United Kingdom,2,1,2,5,Lost,91,7,560.4506582519107,0,576,Active
C10095,2020-01-20 09:13:29,2021-07-06 17:02:41,9,1390.4938311979042,154.4993145775449,United Kingdom,1,2,5,8,Potential Loyalists,178,9,1390.4938311979042,0,533,Active
C10096,2020-01-08 20:28:53,2021-05-17 05:47:35,11,668.7244490253136,60.79313172957396,United Kingdom,1,3,2,6,Potential Loyalists,228,11,668.7244490253136,1,494,Churned
C10097,2020-07-03 21:42:07,2021-06-08 12:45:23,7,677.1949498808407,96.74213569726295,United Kingdom,1,1,2,4,Lost,206,7,677.1949498808407,1,339,Churned
C10098,2020-02-20 19:11:42,2021-12-03 23:44:55,7,673.4777634912945,96.21110907018492,United Kingdom,4,1,2,7,Potential Loyalists,27,7,673.4777634912945,0,652,Active
C10099,2020-01-18 17:49:45,2021-08-30 05:12:38,9,566.4509859560951,62.93899843956612,United Kingdom,1,2,2,5,Lost,123,9,566.4509859560951,0,589,Active
C10100,2020-01-03 12:03:14,2021-11-20 10:18:06,11,597.8036038915169,54.34578217195608,United Kingdom,3,3,2,8,Loyal,41,11,597.8036038915169,0,686,Active
C10101,2020-03-31 06:56:29,2021-12-29 00:07:24,6,422.20709209446176,70.3678486824103,United Kingdom,5,1,1,7,Potential Loyalists,2,6,422.20709209446176,0,637,Active
C10102,2020-05-22 21:28:58,2021-12-26 02:05:35,10,713.5236667246099,71.35236667246099,United Kingdom,5,3,2,10,Loyal,5,10,713.5236667246099,0,582,Active
C10103,2020-03-21 06:00:55,2021-12-24 00:27:39,13,956.561507710918,73.58165443930139,United Kingdom,5,4,3,12,Loyal,7,13,956.561507710918,0,642,Active
C10104,2020-01-26 05:20:06,2021-10-12 16:07:12,9,558.4311738297238,62.04790820330264,United Kingdom,2,2,1,5,Lost,80,9,558.4311738297238,0,625,Active
C10105,2020-01-02 23:50:36,2021-10-19 15:36:07,13,1164.1828358821822,89.55252583709094,United Kingdom,2,4,4,10,At Risk,73,13,1164.1828358821822,0,655,Active
C10106,2020-03-14 15:10:44,2021-04-29 03:48:21,7,528.4457596558266,75.4922513794038,United Kingdom,1,1,1,3,Lost,246,7,528.4457596558266,1,410,Churned
C10107,2020-05-23 01:26:14,2021-12-19 16:26:35,10,992.0163300573575,99.20163300573576,United Kingdom,5,3,3,11,Loyal,12,10,992.0163300573575,0,575,Active
C10108,2020-06-01 07:43:29,2021-12-15 03:46:00,5,316.9689422332098,63.39378844664196,United Kingdom,5,1,1,7,Potential Loyalists,16,5,316.9689422332098,0,561,Active
C10109,2020-02-17 18:38:21,2021-12-26 10:32:20,16,1852.9340394477254,115.80837746548283,United Kingdom,5,5,5,15,Champions,5,16,1852.9340394477251,0,677,Active
C10110,2020-01-01 14:11:51,2021-10-06 13:09:21,15,1628.0567119330342,108.53711412886895,United Kingdom,2,5,5,12,At Risk,86,15,1628.0567119330342,0,643,Active
C10111,2020-01-01 20:41:33,2021-12-15 06:42:19,12,1258.581727029492,104.881810585791,United Kingdom,5,4,4,13,Champions,16,12,1258.581727029492,0,713,Active
C10112,2020-05-30 12:25:53,2021-07-17 02:21:47,6,244.9583085213743,40.82638475356239,United Kingdom,1,1,1,3,Lost,167,6,244.9583085213743,0,412,Active
C10113,2020-03-02 03:52:06,2021-12-10 22:07:28,14,1380.1145930807647,98.5796137914832,United Kingdom,4,5,5,14,Champions,21,14,1380.1145930807647,0,648,Active
C10114,2020-10-23 21:41:40,2021-11-18 00:16:05,7,398.58130395481487,56.940186279259265,United Kingdom,3,1,1,5,Lost,43,7,398.58130395481487,0,390,Active
C10115,2020-09-07 20:02:36,2021-10-15 06:14:52,6,732.1203278263479,122.02005463772464,United Kingdom,2,1,2,5,Lost,77,6,732.1203278263479,0,402,Active
C10116,2020-02-07 21:17:18,2021-06-10 00:17:58,7,620.0763026369862,88.58232894814088,United Kingdom,1,1,2,4,Lost,204,7,620.0763026369862,1,488,Churned
C10117,2020-04-09 00:35:23,2021-01-29 05:29:03,7,207.00302931775514,29.571861331107876,United Kingdom,1,1,1,3,Lost,336,7,207.00302931775516,1,295,Churned
C10118,2020-02-14 13:48:24,2021-09-16 09:53:24,8,738.0668952811991,92.25836191014989,United Kingdom,2,1,2,5,Lost,106,8,738.0668952811991,0,579,Active
C10119,2020-09-04 23:32:48,2021-10-15 22:59:25,7,273.10317794759544,39.01473970679935,United Kingdom,2,1,1,4,Lost,76,7,273.10317794759544,0,405,Active
C10120,2020-06-22 13:17:25,2021-12-16 11:50:06,12,1139.4753613198816,94.95628010999013,United Kingdom,5,4,4,13,Champions,15,12,1139.4753613198816,0,541,Active
C10121,2020-04-12 21:23:02,2021-11-18 13:16:56,6,343.3045958198596,57.217432636643274,United Kingdom,3,1,1,5,Lost,43,6,343.3045958198596,0,584,Active
C10122,2020-04-10 21:55:36,2021-07-16 17:58:47,8,530.9608012005731,66.37010015007164,United Kingdom,1,1,1,3,Lost,168,8,530.9608012005731,0,461,Active
C10123,2020-02-09 07:04:09,2021-12-17 20:10:07,12,1067.7386339750246,88.97821949791872,United Kingdom,5,4,4,13,Champions,14,12,1067.7386339750246,0,677,Active
C10124,2020-01-06 13:06:17,2021-11-04 11:10:33,13,844.085316648334,64.92963974217955,United Kingdom,3,4,3,10,Loyal,57,13,844.085316648334,0,667,Active
C10125,2020-01-26 07:31:30,2021-12-27 07:54:44,9,373.88824448029334,41.54313827558815,United Kingdom,5,2,1,8,Potential Loyalists,4,9,373.8882444802933,0,701,Active
C10126,2020-01-08 03:20:14,2021-12-07 05:49:29,15,1573.114220366524,104.87428135776827,United Kingdom,4,5,5,14,Champions,24,15,1573.114220366524,0,699,Active
C10127,2020-01-16 21:13:27,2021-11-26 15:00:12,15,1197.6812112012753,79.84541408008502,United Kingdom,4,5,4,13,Champions,35,15,1197.6812112012751,0,679,Active
C10128,2020-04-04 05:56:55,2021-09-03 23:12:50,10,816.8901636303326,81.68901636303326,United Kingdom,1,3,3,7,At Risk,118,10,816.8901636303326,0,517,Active
C10129,2020-02-11 20:29:37,2021-12-23 07:54:15,15,1961.107133079925,130.74047553866166,United Kingdom,5,5,5,15,Champions,8,15,1961.107133079925,0,680,Active
C10130,2020-01-28 18:23:29,2021-09-29 04:52:14,12,2077.851607185612,173.154300598801,United Kingdom,2,4,5,11,At Risk,93,12,2077.851607185612,0,609,Active
C10131,2020-02-23 09:38:18,2021-10-21 04:36:05,8,815.521383699788,101.9401729624735,United Kingdom,2,1,3,6,Potential Loyalists,71,8,815.521383699788,0,605,Active
C10132,2020-01-01 16:05:42,2021-12-18 08:24:46,10,1528.4123969936154,152.84123969936155,United Kingdom,5,3,5,13,Loyal,13,10,1528.4123969936154,0,716,Active
C10133,2020-02-01 16:09:37,2021-11-25 23:48:18,19,2011.2855912596779,105.85713638208831,United Kingdom,4,5,5,14,Champions,35,19,2011.2855912596776,0,663,Active
C10134,2020-02-16 10:47:01,2021-11-27 15:18:51,8,671.6720220399524,83.95900275499405,United Kingdom,4,1,2,7,Potential Loyalists,34,8,671.6720220399524,0,650,Active
C10135,2020-01-17 08:11:37,2021-10-25 02:29:42,14,1738.4153572801288,124.1725255200092,United Kingdom,2,5,5,12,At Risk,67,14,1738.4153572801288,0,646,Active
C10136,2020-03-15 10:05:54,2021-12-03 23:24:58,11,658.6806113075393,59.88005557341266,United Kingdom,4,3,2,9,Loyal,27,11,658.6806113075393,0,628,Active
C10137,2020-05-19 05:05:50,2021-12-07 12:11:14,8,790.1957077612916,98.77446347016145,United Kingdom,4,1,3,8,Potential Loyalists,24,8,790.1957077612916,0,567,Active
C10138,2020-01-14 03:37:43,2021-11-22 02:53:31,13,663.8592212213119,51.06609394010092,United Kingdom,3,4,2,9,Loyal,39,13,663.8592212213119,0,677,Active
C10139,2020-02-10 08:27:24,2021-10-12 09:01:44,8,614.6688856627568,76.8336107078446,United Kingdom,2,1,2,5,Lost,80,8,614.6688856627568,0,610,Active
C10140,2020-03-02 05:50:27,2021-10-12 23:07:53,11,387.6889382293113,35.24444892993739,United Kingdom,2,3,1,6,Potential Loyalists,79,11,387.6889382293113,0,589,Active
C10141,2020-03-04 09:54:38,2021-11-06 20:25:44,12,1170.1838079267877,97.51531732723231,United Kingdom,3,4,4,11,Loyal,55,12,1170.1838079267875,0,612,Active
C10142,2020-01-11 18:40:53,2021-06-02 19:13:29,10,638.6287389073893,63.86287389073893,United Kingdom,1,3,2,6,Potential Loyalists,212,10,638.6287389073893,1,508,Churned
C10143,2020-03-01 16:36:02,2021-12-21 05:40:14,6,553.8568265014593,92.30947108357655,United Kingdom,5,1,1,7,Potential Loyalists,10,6,553.8568265014593,0,659,Active
C10144,2020-01-02 23:34:37,2021-09-17 15:05:49,10,664.2142144748475,66.42142144748475,United Kingdom,2,3,2,7,Potential Loyalists,105,10,664.2142144748475,0,623,Active
C10145,2020-08-28 03:42:58,2021-12-17 12:23:45,8,486.1391129008481,60.76738911260601,United Kingdom,5,2,1,8,Potential Loyalists,14,8,486.1391129008481,0,476,Active
C10146,2020-01-28 01:48:46,2021-07-26 02:56:59,7,453.4195642430078,64.77422346328683,United Kingdom,1,1,1,3,Lost,158,7,453.4195642430078,0,545,Active
C10147,2020-01-09 03:27:42,2021-11-18 03:33:49,8,658.0987219865247,82.26234024831558,United Kingdom,3,2,2,7,Potential Loyalists,43,8,658.0987219865247,0,679,Active
C10148,2020-03-12 04:14:04,2021-12-17 16:05:35,10,835.3321907663968,83.53321907663968,United Kingdom,5,3,3,11,Loyal,14,10,835.3321907663968,0,645,Active
C10149,2020-02-03 22:57:45,2021-12-10 15:39:15,14,1071.6363358100064,76.5454525578576,United Kingdom,4,5,4,13,Champions,21,14,1071.6363358100064,0,675,Active
C10150,2020-02-21 07:31:34,2021-10-28 05:57:40,16,1101.8168560810557,68.86355350506598,United Kingdom,3,5,4,12,Loyal,64,16,1101.8168560810557,0,614,Active
C10151,2020-02-27 00:47:33,2021-11-10 15:17:40,8,533.8415009882383,66.73018762352979,United Kingdom,3,2,1,6,Potential Loyalists,51,8,533.8415009882383,0,622,Active
C10152,2020-01-21 18:11:19,2021-12-22 05:45:51,17,1684.6277124045125,99.09574778850073,United Kingdom,5,5,5,15,Champions,9,17,1684.6277124045123,0,700,Active
C10153,2020-01-04 03:02:33,2021-12-19 23:28:35,13,2217.5945830058663,170.58419869275895,United Kingdom,5,4,5,14,Champions,11,13,2217.5945830058663,0,715,Active
C10154,2020-02-20 17:53:42,2021-12-25 21:59:03,10,785.009637133392,78.50096371333919,United Kingdom,5,3,3,11,Loyal,6,10,785.009637133392,0,674,Active
C10155,2020-01-31 01:32:25,2021-10-04 15:44:00,13,1300.5567568373,100.04282744902308,United Kingdom,2,4,5,11,At Risk,88,13,1300.5567568373,0,612,Active
