Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,removal_reason
CINV511746,22633,HAND WARMER UNION JACK,-28,2021-10-16 01:43:10,-0.5,C13483,United Kingdom,return_transaction
CINV506527,21212,pack of 72 retrospot cake cases,-25,2020-11-05 06:54:01,0.0,C12921,United Kingdom,return_transaction
CINV500265,22423,Regency Cakestand 3 Tier,-44,2020-10-25 13:11:25,13.844021662726592,,United Kingdom,return_transaction
CINV509671,71053,White Metal Lantern,-17,2020-01-28 13:45:57,3.6671194511497034,,United Kingdom,return_transaction
CINV502467,84029G,knitted union flag hot water bottle,-32,2020-06-06 18:08:04,3.680492764827207,C12937,United Kingdom,return_transaction
CINV508665,84029G,knitted union flag hot water bottle,-42,2020-05-23 21:39:56,3.465200779228702,C10306,United Kingdom,return_transaction
CINV512485,22423,  REGENCY CAKESTAND 3 TIER  ,-3,2020-01-15 03:41:09,12.576750532735636,10926,United Kingdom,return_transaction
CINV518396,22423,  REGENCY CAKESTAND 3 TIER  ,-47,2020-04-23 15:15:59,11.654479976814036,,United Kingdom,return_transaction
CINV514864,71053,white metal lantern,-48,2020-01-01 18:47:41,3.4439374139889294,C11601,United Kingdom,return_transaction
CINV513594,84029E,RED WOOLLY HOTTIE WHITE HEART,-31,2020-05-01 03:23:35,-1.0,C12076,United Kingdom,return_transaction
CINV514571,85099B,JUMBO BAG RED RETROSPOT,-10,2021-05-07 17:55:05,1.7064842906426627,,UK,return_transaction
CINV504126,84406B,Cream Cupid Hearts Coat Hanger,-18,2020-12-25 06:31:31,2.8789446861209678,C10263,UK,return_transaction
CINV500092,84029E,RED WOOLLY HOTTIE WHITE HEART,-13,2021-07-04 00:25:43,3.2793151790804616,,United Kingdom,return_transaction
CINV505717,22752,SET 7 BABUSHKA NESTING BOXES,-5,2020-05-05 13:31:20,7.245466314268803,C13194,United Kingdom,return_transaction
CINV500486,22632,hand warmer red polka dot,-14,2020-09-20 01:53:29,1.9895750517731283,C10970,United Kingdom,return_transaction
CINV515605,84029E,RED WOOLLY HOTTIE WHITE HEART,-14,2021-08-31 03:53:41,3.4401588722640484,13790,United Kingdom,return_transaction
CINV511863,21212,  PACK OF 72 RETROSPOT CAKE CASES  ,-41,2021-07-29 18:44:06,0.5176102340652508,,United Kingdom,return_transaction
CINV516817,22086,PAPER CHAIN KIT 50S CHRISTMAS,-31,2020-06-19 17:52:47,2.604739687021059,C11505,United Kingdom,return_transaction
CINV512481,71053,WHITE METAL LANTERN,-48,2020-11-12 20:13:17,3.610394925937815,C10424,United Kingdom,return_transaction
CINV519838,84406B,CREAM CUPID HEARTS COAT HANGER,-8,2021-05-06 12:42:54,2.7418760019963493,C12943,United Kingdom,return_transaction
CINV503249,47566,PARTY BUNTING,-18,2021-03-28 23:51:35,5.292708655373887,C10032,United Kingdom,return_transaction
CINV514796,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-39,2020-04-07 01:29:40,3.538575339859205,C13320,United Kingdom,return_transaction
CINV502199,22423,Regency Cakestand 3 Tier,-2,2020-06-03 18:12:52,12.190417268533492,C12939,United Kingdom,return_transaction
CINV503054,22633,Hand Warmer Union Jack,-49,2021-05-19 00:42:38,1.916663381794095,C10606,Spain,return_transaction
CINV510124,84029E,  RED WOOLLY HOTTIE WHITE HEART  ,-17,2021-04-10 04:36:27,3.311918962361524,C12436,Germany,return_transaction
CINV513757,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-48,2021-09-19 23:22:10,2.41844628431501,C13828,United Kingdom,return_transaction
CINV514865,23166,MEDIUM CERAMIC TOP STORAGE JAR,-1,2021-02-02 11:13:24,1.130457124846838,,United Kingdom,return_transaction
INV505545,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,2020-04-06 15:47:25,2.408154224909471,C12254,United Kingdom,return_transaction
CINV510106,71053,  WHITE METAL LANTERN  ,-14,2020-07-23 18:17:24,3.196789911385355,C13401,United Kingdom,return_transaction
CINV507225,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-49,2021-05-25 19:00:55,4.477582768942499,C12939,United Kingdom,return_transaction
CINV510751,71053,WHITE METAL LANTERN,-47,2021-06-05 00:01:55,3.294872747534102,C12051,United Kingdom,return_transaction
INV514490,22752,SET 7 BABUSHKA NESTING BOXES,-48,2021-12-02 14:49:08,7.053682465676207,C11868,United Kingdom,return_transaction
CINV513686,22086,PAPER CHAIN KIT 50S CHRISTMAS,-38,2020-08-18 10:07:05,2.588192283804086,C13220,United Kingdom,return_transaction
CINV513272,22423,REGENCY CAKESTAND 3 TIER,-48,2021-03-11 07:52:05,13.578454328085172,C13721,UK,return_transaction
CINV503468,84406B,CREAM CUPID HEARTS COAT HANGER,-25,2020-11-27 04:25:27,2.92110914599488,C11679,United Kingdom,return_transaction
CINV507972,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-48,2020-04-23 18:06:06,4.417125794950502,C10223,United Kingdom,return_transaction
CINV519296,22632,HAND WARMER RED POLKA DOT,-42,2021-03-04 00:53:27,1.901771798721256,C12610,United Kingdom,return_transaction
CINV503368,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-37,2020-10-22 18:22:53,3.1740044796814937,C13449,United Kingdom,return_transaction
CINV508387,22632,hand warmer red polka dot,-36,2021-12-16 18:58:47,1.9374065994106584,C11624,United Kingdom,return_transaction
CINV505685,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-13,2021-03-03 13:22:13,2.532420502323653,C11096,United Kingdom,return_transaction
CINV511532,22752,SET 7 BABUSHKA NESTING BOXES,-25,2021-03-30 21:21:07,7.12594463416622,,United Kingdom,return_transaction
CINV518163,22752,SET 7 BABUSHKA NESTING BOXES,-49,2020-08-08 12:35:22,8.025446283827483,C10166,Spain,return_transaction
CINV519591,22752,set 7 babushka nesting boxes,-38,2021-02-14 08:06:11,8.335130377001532,C11047,United Kingdom,return_transaction
CINV519095,D,Discount,-29,2020-11-19 02:10:02,0.5221902206077257,,France,return_transaction
CINV512343,71053,WHITE METAL LANTERN,-43,2020-05-30 01:41:04,3.3376057107485444,C12872,United Kingdom,return_transaction
CINV501431,71053,White Metal Lantern,-22,2020-06-13 21:16:13,3.356231533206973,C11306,United Kingdom,return_transaction
CINV515368,22752,  SET 7 BABUSHKA NESTING BOXES  ,-37,2020-06-08 08:46:45,7.517315339503598,C10094,United Kingdom,return_transaction
CINV518691,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-16,2021-05-18 23:10:41,4.471695329846409,C11476,United Kingdom,return_transaction
CINV504785,22423,REGENCY CAKESTAND 3 TIER,-41,2021-02-23 13:16:18,13.683403796697874,C11772,United Kingdom,return_transaction
CINV504547,22632,HAND WARMER RED POLKA DOT,-30,2021-08-16 20:41:27,1.9111545655707411,C10833,Germany,return_transaction
CINV517983,84406B,CREAM CUPID HEARTS COAT HANGER,-37,2020-01-08 01:46:53,2.5259595074427548,C11127,United Kingdom,return_transaction
CINV511298,71053,WHITE METAL LANTERN,-20,2020-04-25 02:26:30,3.236741245504964,C13160,United Kingdom,return_transaction
CINV507901,85123A,White Hanging Heart T-Light Holder,-39,2020-05-28 03:35:27,2.596710774523653,C13867,United Kingdom,return_transaction
CINV501211,23166,MEDIUM CERAMIC TOP STORAGE JAR,-6,2020-01-02 08:25:39,1.141776519674375,C12656,United Kingdom,return_transaction
CINV501435,22423,regency cakestand 3 tier,-34,2021-05-09 11:35:56,13.78865198165916,C13745,U.K.,return_transaction
CINV513107,21212,PACK OF 72 RETROSPOT CAKE CASES,-24,2020-06-12 20:36:38,0.5979050493431066,C13865,Belgium,return_transaction
CINV511109,23166,MEDIUM CERAMIC TOP STORAGE JAR,-3,2021-08-13 20:06:44,0.953720736956864,C13656,United Kingdom,return_transaction
CINV502623,21212,  PACK OF 72 RETROSPOT CAKE CASES  ,-31,2021-11-14 20:08:52,0.5407260424331285,,United Kingdom,return_transaction
INV514241,84406B,Cream Cupid Hearts Coat Hanger,-12,2021-05-13 18:16:27,2.888700967113253,C11711,France,return_transaction
CINV514545,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-38,2020-09-30 12:21:09,3.3911260592405545,C11813,EIRE,return_transaction
CINV511519,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-23,2020-06-30 20:54:02,4.302629379593093,C11596,United Kingdom,return_transaction
CINV508996,22423,regency cakestand 3 tier,-24,2020-09-23 11:50:10,13.223027492136262,C10448,United Kingdom,return_transaction
CINV508179,71053,WHITE METAL LANTERN,-22,2021-11-24 20:00:08,3.564039647894533,C12726,United Kingdom,return_transaction
CINV507031,22632,HAND WARMER RED POLKA DOT,-46,2020-08-13 11:43:35,1.853559424675589,,Germany,return_transaction
CINV505657,23166,medium ceramic top storage jar,-45,2020-12-23 17:43:07,0.956975599753338,C11638,United Kingdom,return_transaction
CINV502876,22752,SET 7 BABUSHKA NESTING BOXES,-41,2020-11-20 02:50:05,7.032532079829815,C13595,United Kingdom,return_transaction
CINV518076,BANK CHARGES,BANK CHARGES,-33,2021-04-26 12:01:24,2.789766327408988,C12574,United Kingdom,return_transaction
CINV510388,71053,WHITE METAL LANTERN,-29,2020-06-12 16:43:05,3.71058250629555,,United Kingdom,return_transaction
CINV505395,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-42,2021-09-02 03:03:34,2.4069700989585403,C12462,Germany,return_transaction
CINV503061,71053,WHITE METAL LANTERN,-49,2020-12-04 12:08:26,3.248057714016139,C13917,United Kingdom,return_transaction
CINV515218,21730,Glass Star Frosted T-Light Holder,-11,2021-12-07 08:34:05,4.155518743440835,C13955,United Kingdom,return_transaction
CINV512141,22423,regency cakestand 3 tier,-12,2021-03-21 14:20:01,12.432543790470586,C11816,UK,return_transaction
CINV516327,22086,paper chain kit 50s christmas,-19,2020-12-08 17:05:23,2.7436192314426635,,United Kingdom,return_transaction
CINV514982,22752,SET 7 BABUSHKA NESTING BOXES,-23,2021-03-26 23:06:25,7.453830632501701,C11352,United Kingdom,return_transaction
CINV519741,84029G,Knitted Union Flag Hot Water Bottle,-5,2020-01-04 11:56:26,3.411154444848329,C10118,United Kingdom,return_transaction
CINV510437,22633,HAND WARMER UNION JACK,-23,2020-10-19 03:52:02,2.019730407681384,,United Kingdom,return_transaction
CINV509805,84029E,RED WOOLLY HOTTIE WHITE HEART,-16,2021-04-12 14:23:44,3.709374970917175,C13347,United Kingdom,return_transaction
CINV506251,22752,SET 7 BABUSHKA NESTING BOXES,-34,2020-02-16 01:11:42,7.123601146803336,C12862,United Kingdom,return_transaction
CINV516443,47566,PARTY BUNTING,-28,2021-10-23 19:38:54,5.095300161257752,C10804,Germany,return_transaction
CINV517799,22423,regency cakestand 3 tier,-6,2020-12-05 14:34:08,11.83211146964652,C12200,United Kingdom,return_transaction
CINV508900,85123A,white hanging heart t-light holder,-17,2020-10-18 20:04:58,2.7707057172174694,C13278,United Kingdom,return_transaction
CINV507394,21212,PACK OF 72 RETROSPOT CAKE CASES,-44,2020-07-11 08:55:37,0.5978321298243888,C13657,United Kingdom,return_transaction
CINV505760,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-19,2021-03-26 23:48:15,2.688472552270349,C13162,France,return_transaction
CINV503516,22752,SET 7 BABUSHKA NESTING BOXES,-39,2021-05-05 11:47:43,7.537629306705607,C12194,U.K.,return_transaction
CINV517802,22752,Set 7 Babushka Nesting Boxes,-8,2021-01-13 21:16:43,8.028429882110267,C13686,United Kingdom,return_transaction
CINV516184,22632,  HAND WARMER RED POLKA DOT  ,-29,2021-05-19 17:07:41,1.9963981992717208,,United Kingdom,return_transaction
CINV503691,47566,PARTY BUNTING,-48,2020-09-16 22:34:11,5.415186819412002,C13314,EIRE,return_transaction
CINV515037,21212,PACK OF 72 RETROSPOT CAKE CASES,-11,2020-07-22 05:51:22,0.6008234539304388,C12955,Germany,return_transaction
CINV502035,22086,paper chain kit 50s christmas,-46,2021-07-21 17:02:49,2.719891044443203,C10468,United Kingdom,return_transaction
CINV507180,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-30,2021-07-20 15:38:54,3.1707784454588266,C13720,United Kingdom,return_transaction
CINV518766,22086,Paper Chain Kit 50S Christmas,-14,2021-07-20 11:19:47,2.79276509213035,,EIRE,return_transaction
CINV516017,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-21,2021-07-23 18:42:41,2.4776186488917737,C11796,EIRE,return_transaction
CINV509776,85123A,white hanging heart t-light holder,-31,2020-02-04 00:09:59,2.674208522988049,C12627,France,return_transaction
CINV502204,22086,PAPER CHAIN KIT 50S CHRISTMAS,-42,2020-02-07 03:40:16,2.5152973072033453,C13649,United Kingdom,return_transaction
CINV518922,71053,WHITE METAL LANTERN,-20,2021-04-30 17:04:31,3.272372426666889,C10050,United Kingdom,return_transaction
CINV509016,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-24,2020-04-07 02:08:32,2.647458168454472,C10530,United Kingdom,return_transaction
CINV512489,85099B,JUMBO BAG RED RETROSPOT,-26,2020-04-07 16:17:49,1.574690652645493,C10469,United Kingdom,return_transaction
CINV506662,22752,Set 7 Babushka Nesting Boxes,-5,2020-01-16 03:28:27,7.498525218697143,C10489,United Kingdom,return_transaction
CINV507111,84029G,Knitted Union Flag Hot Water Bottle,-37,2021-06-19 18:15:04,3.1789671315900714,,United Kingdom,return_transaction
CINV509672,21212,PACK OF 72 RETROSPOT CAKE CASES,-11,2020-01-23 12:47:10,0.5310277109606439,C13380,Switzerland,return_transaction
CINV500299,23166,medium ceramic top storage jar,-24,2021-08-04 21:54:43,1.0909302354694754,C11998,United Kingdom,return_transaction
CINV500216,71053,WHITE METAL LANTERN,-3,2021-11-06 15:23:24,3.657036355001149,C12817,United Kingdom,return_transaction
CINV507400,22752,  SET 7 BABUSHKA NESTING BOXES  ,-36,2021-07-25 13:56:32,7.747119927058296,C13535,Spain,return_transaction
CINV501525,22632,hand warmer red polka dot,-28,2021-03-17 08:04:25,0.0,C13269,United Kingdom,return_transaction
CINV519235,71053,WHITE METAL LANTERN,-12,2020-06-30 13:15:44,3.709074594764104,C12652,United Kingdom,return_transaction
CINV502490,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-5,2020-05-15 00:33:47,4.5231096695488135,C12070,United Kingdom,return_transaction
CINV512767,21730,  GLASS STAR FROSTED T-LIGHT HOLDER  ,-29,2021-12-01 13:17:46,3.846637807230648,C13188,United Kingdom,return_transaction
CINV502775,21212,Pack Of 72 Retrospot Cake Cases,-45,2020-01-10 06:15:01,0.5640031929341868,C12273,United Kingdom,return_transaction
CINV508795,21212,PACK OF 72 RETROSPOT CAKE CASES,-17,2020-04-04 00:02:37,0.5955793048989009,C13643,United Kingdom,return_transaction
CINV509042,22423,REGENCY CAKESTAND 3 TIER,-39,2020-09-17 04:12:30,13.06314273727923,C12243,United Kingdom,return_transaction
CINV519457,22633,  HAND WARMER UNION JACK  ,-4,2020-12-06 23:45:04,1.6712965592925184,C11694,United Kingdom,return_transaction
CINV503505,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-29,2020-05-11 00:14:07,3.306961252963521,,Switzerland,return_transaction
CINV512875,21212,PACK OF 72 RETROSPOT CAKE CASES,-28,2020-02-03 10:08:18,0.583146135703389,C12391,EIRE,return_transaction
CINV511960,22633,  HAND WARMER UNION JACK  ,-13,2021-06-29 08:50:13,-1.0,C11938,Netherlands,return_transaction
CINV513133,22633,HAND WARMER UNION JACK,-10,2021-12-18 15:53:03,1.7039563630526835,C10801,United Kingdom,return_transaction
CINV501204,21212,PACK OF 72 RETROSPOT CAKE CASES,-45,2021-06-15 16:44:09,0.5446012583503113,C13696,United Kingdom,return_transaction
CINV519458,21730,  GLASS STAR FROSTED T-LIGHT HOLDER  ,-3,2021-08-29 04:27:51,4.051744484400929,C13392,Germany,return_transaction
CINV502784,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-26,2021-08-17 16:10:21,2.3431365177809944,C10651,United Kingdom,return_transaction
CINV501451,23166,MEDIUM CERAMIC TOP STORAGE JAR,-30,2020-01-23 03:16:24,1.0291198472141496,C11151,United Kingdom,return_transaction
CINV514105,22086,PAPER CHAIN KIT 50S CHRISTMAS,-45,2021-11-25 21:04:07,2.3661779037668604,,United Kingdom,return_transaction
CINV518345,71053,WHITE METAL LANTERN,-12,2020-02-20 05:14:03,3.497293782467289,C10478,United Kingdom,return_transaction
